,altitude,longitude,latitude,srf_salt,srf_crust,bare_soil,crop_type
585,554,8.0321901,12.0174225,No,No,No,Cereals
586,563,8.0422833,12.017045,No,No,No,Cereals
587,558,8.0479671,12.0284797,No,No,No,Cereals
588,475,8.2693483,12.464365,No,No,No,Oilcrops
589,487,8.2609445,12.4519113,No,No,No,Cereals
590,474,8.2603717,12.4563905,No,No,No,Cereals
591,474,8.2654454,12.4485511,No,No,No,Cereals
592,538,8.1305227,12.299963,No,No,No,Cereals
593,537,8.1330266,12.3006657,No,No,No,Cereals
594,548,8.121542,12.2891487,No,No,No,Cereals
595,531,8.1204451,12.2920097,No,No,No,Cereals
596,471,8.9692084,11.5705199,No,No,No,Cereals
597,465,8.9708748,11.5744404,No,No,No,Cereals
598,370,8.9762677,11.5711434,No,No,No,Cereals
599,469,8.977585,11.5812617,No,No,No,Cereals
600,515,8.1387617,11.70797,No,No,No,Cereals
601,511,8.1384767,11.7072367,No,No,No,Cereals
602,510,8.1475843,11.7046117,No,No,No,Cereals
603,504,8.1462384,11.6940903,No,No,No,Cereals
604,651,7.90975,11.4570367,No,No,No,Cereals
605,647,7.9065902,11.451436,No,No,No,Cereals
606,656,7.9026539,11.4480663,No,No,No,Cereals
607,652,7.90555,11.4422817,No,No,No,Cereals
608,432,9.2697833,11.5136167,No,No,No,Cereals
609,435,9.2811983,11.5126517,No,No,No,Cereals
610,443,9.2798717,11.5205317,No,No,No,Cereals
611,443,9.2794654,11.5277323,No,No,No,Cereals
612,478,9.0604617,11.359945,No,No,No,Cereals
613,479,9.0652077,11.3597211,No,No,No,Cereals
614,478,9.0689973,11.358706,No,No,No,Cereals
615,478,9.0704217,11.3603971,No,No,No,Cereals
616,535,8.3521233,11.3434859,No,No,No,Cereals
617,525,8.3535347,11.3465939,No,No,No,Cereals
618,546,8.3586368,11.341127,No,No,No,Cereals
619,540,8.3511621,11.3354784,No,No,Yes,Cereals
620,647,7.6887558,11.4908215,No,No,No,Cereals
621,606,7.6945433,11.4809183,No,No,No,Cereals
622,642,7.6945217,11.4831283,No,No,No,Cereals
623,564,8.8066983,11.4831317,No,No,No,Cereals
624,551,8.799715,11.4830617,No,No,No,Cereals
625,555,8.7916733,11.49217,No,No,No,Cereals
626,645,7.6940817,11.4831533,No,No,No,Fodder plants
627,558,8.7997362,11.4830444,No,No,No,Cereals
628,406,8.8588133,12.3853233,No,No,No,"Other crops (e.g., rubber)"
629,428,8.8577835,12.3872811,No,No,No,"Other crops (e.g., rubber)"
630,411,8.8945201,12.3262219,No,No,No,Cereals
631,417,8.8978508,12.3257965,No,No,No,"Other crops (e.g., rubber)"
632,426,8.8915235,12.3378982,No,No,No,Cereals
633,411,8.9041622,12.3238718,No,No,No,Cereals
634,404,8.9882867,12.7594226,No,No,No,Cereals
635,404,8.9917234,12.7608889,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
636,401,8.9929376,12.7594527,No,No,No,Cereals
637,412,8.9956504,12.7598049,No,No,No,Cereals
639,387,9.563286,12.0650282,No,No,No,Cereals
640,393,9.5650648,12.0609063,No,No,No,Cereals
641,384,9.5665328,12.0568815,No,No,No,"Other crops (e.g., rubber)"
642,417,9.5193951,11.8427894,No,No,No,Cereals
643,419,9.5275711,11.8483299,No,No,No,Cereals
644,420,9.5176024,11.8477834,No,No,No,Cereals
645,438,9.5145706,11.8462721,No,No,No,Cereals
646,347,9.7741406,12.3916889,No,No,No,Cereals
647,360,9.7800397,12.3879443,No,No,No,Cereals
648,360,9.7672842,12.3839276,No,No,No,Cereals
649,367,9.8324885,12.7211676,No,No,No,Cereals
650,363,9.8359404,12.7191339,No,No,No,Cereals
651,362,9.8423245,12.7228663,No,No,No,Cereals
652,371,9.8443932,12.7342422,No,No,No,Cereals
653,360,9.7730692,12.3867581,No,No,No,Cereals
654,420,9.5395493,11.503148,No,No,No,Cereals
655,423,9.5487408,11.504052,No,No,No,Cereals
656,410,9.5408267,11.4991,No,No,No,Cereals
657,463,9.904552,11.1453222,No,No,No,Cereals
658,463,9.9009864,11.1413765,No,No,No,Cereals
659,461,9.89994,11.1466217,No,No,No,Cereals
660,461,9.9117683,11.1438883,No,No,No,Cereals
661,363,9.3232608,12.3948995,No,No,No,Cereals
662,361,9.3223456,12.3977414,No,No,No,Cereals
664,357,9.3054263,12.4014237,No,No,No,Cereals
665,366,9.2965967,12.7577633,No,No,No,Cereals
666,367,9.2966678,12.7642047,No,No,No,Cereals
667,360,9.3043083,12.7568179,No,No,No,Cereals
668,363,9.3062075,12.7579909,No,No,No,Cereals
669,384,9.2743,12.1524989,No,No,No,Cereals
670,358,9.2726097,12.1502685,No,No,No,Cereals
671,385,9.2828986,12.1482125,No,No,No,Cereals
672,385,9.2876683,12.1566067,No,No,No,Cereals
673,410,9.551064,11.509905,No,No,No,Cereals
674,427,8.8632758,12.3804773,No,No,No,Cereals
675,417,8.85751,12.379586,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
676,432,11.1980726,10.3947635,No,No,No,Cereals
677,425,11.1995274,10.3918208,No,No,No,Cereals
678,420,11.1980217,10.3816567,No,No,No,Cereals
679,275,11.4721429,10.707678,No,No,No,Cereals
680,267,11.4765282,10.7142325,No,No,No,Cereals
681,274,11.4739588,10.7192848,No,No,No,Cereals
682,279,11.4655865,10.7140883,No,No,No,Cereals
683,547,11.2544487,10.7033672,No,No,No,Cereals
684,575,11.2503703,10.6943642,No,No,No,Cereals
685,584,11.2418689,10.696267,No,No,No,Cereals
686,572,11.2425457,10.6886498,No,No,No,Cereals
687,342,11.3322209,10.9988897,No,No,No,Cereals
688,337,11.3320636,10.9965542,No,No,No,Cereals
689,345,11.3479181,11.0061301,No,No,No,Cereals
690,609,11.0738168,10.8020851,No,No,No,Pulses
691,614,11.0759254,10.8026738,No,No,No,Pulses
693,385,10.5986895,10.7888822,No,No,No,Pulses
694,386,10.5975539,10.7917891,No,No,No,Pulses
695,410,10.5996422,10.7844273,No,No,No,Pulses
696,410,10.6121923,10.7829634,No,No,No,Pulses
697,608,11.0843942,10.7954328,No,No,No,Pulses
698,489,10.7372484,10.5367356,No,No,No,Cereals
699,491,10.730815,10.5359193,No,No,No,Cereals
700,486,10.7309063,10.5341971,No,No,No,Pulses
701,504,10.7263363,10.5391442,No,No,No,Cereals
706,428,10.9948863,9.9578809,No,No,No,Cereals
708,412,11.0071693,9.9538156,No,No,No,Pulses
709,407,11.0067822,9.9531279,No,No,No,Cereals
710,305,11.5109936,9.970591,No,No,No,Cereals
711,303,11.5065636,9.9693526,No,No,No,Cereals
712,0,11.311732,10.1617468,No,No,No,Cereals
713,0,11.1130846,10.1789301,No,No,No,Cereals
714,0,11.1130846,10.1789301,No,No,No,Cereals
715,0,11.311732,10.1617468,No,No,No,Cereals
716,0,11.3369011,11.09307,No,No,No,Cereals
717,0,11.4678118,9.9588657,No,No,No,Fibre crops
718,283,11.4884039,9.9804852,No,No,No,Cereals
719,0,11.0943383,9.5899427,No,No,No,Cereals
720,0,11.0943383,9.5899427,No,No,No,Cereals
721,0,11.0943383,9.5899427,No,No,No,Cereals
722,0,11.0943383,9.5899427,No,No,No,Cereals
723,0,11.1732385,10.3186603,No,No,No,Cereals
724,391,7.5299061,7.4249249,No,No,No,Roots and tubers
725,392,7.5300346,7.4243074,No,No,Yes,Roots and tubers
729,132,7.0518293,7.7701874,No,No,No,Oilcrops
730,172,7.0194934,7.6977464,No,No,No,Pulses
731,90,7.1782683,7.9189967,No,No,Yes,Oilcrops
732,114,7.2072827,7.9175972,No,No,No,Cereals
733,437,6.320935,7.9373817,No,No,No,Cereals
734,442,6.3096167,7.937685,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
735,410,6.3159682,7.938686,No,No,No,Fodder plants
737,531,5.8161064,7.7651676,No,No,No,Cereals
742,406,7.5329944,7.4278925,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
743,379,7.5207433,7.4240175,No,No,No,Roots and tubers
744,389,7.5294583,7.4222918,No,No,Yes,Roots and tubers
746,312,7.0169767,7.2443267,No,No,No,Pulses
749,135,7.0482144,7.7481295,No,No,No,Roots and tubers
750,130,7.0489033,7.748665,No,No,No,Fodder plants
751,189,7.0134351,7.7354319,No,No,No,Cereals
752,120,7.2170467,7.9161433,No,No,No,Cereals
753,125,7.4407231,7.9318422,No,No,No,Cereals
755,116,7.4400084,7.9337574,No,No,No,Oilcrops
758,112,7.1974295,7.9171743,No,No,No,Oilcrops
759,115,7.1966317,7.9179,No,No,No,Oilcrops
760,259,7.718625,7.7081411,No,No,No,Pulses
761,243,7.7391846,7.7216716,No,No,No,Pulses
762,243,7.7241361,7.6999194,No,No,No,Pulses
763,265,7.6547692,7.7609436,No,No,No,Roots and tubers
764,52,6.7605569,6.8297952,No,No,Yes,Cereals
765,56,6.7548084,6.8345645,No,No,No,Cereals
766,56,6.7537744,6.8396472,No,No,No,Cereals
767,24,6.7658067,6.8311433,No,No,No,Cereals
768,205,7.7775534,7.0008268,No,No,No,Roots and tubers
771,201,7.7769398,6.9880475,No,No,No,Roots and tubers
773,115,7.9196952,7.2847177,No,No,No,Roots and tubers
774,216,7.9127981,7.2863234,No,No,No,Roots and tubers
776,212,9.0139255,7.2146874,No,No,No,Fruits
777,256,9.0231516,7.2087502,No,No,No,Fruits
778,210,9.0260069,7.208199,No,No,No,Fruits
779,206,9.0279592,7.2065805,No,No,No,Fruits
780,111,8.3627662,7.2284745,No,No,No,Cereals
781,111,8.3690393,7.2218589,No,No,No,Roots and tubers
782,148,8.3751799,7.2305199,No,No,No,Cereals
784,104,8.6558709,6.9793916,No,No,No,Roots and tubers
785,104,8.6522901,6.9830124,No,No,No,Roots and tubers
786,96,8.654259,6.9789118,No,No,No,Cereals
788,124,8.6827636,7.2523108,No,No,No,Cereals
789,111,8.679901,7.2495754,No,No,No,Cereals
790,111,8.6815601,7.2501139,No,No,No,Cereals
791,272,9.2627503,6.7040197,No,No,No,Roots and tubers
793,108,8.6956804,6.6411647,No,No,No,Roots and tubers
794,119,8.6972409,6.6401825,No,No,No,Roots and tubers
795,120,8.7020901,6.6426156,No,No,No,Cereals
796,125,8.8712939,6.7825087,No,No,No,Roots and tubers
797,154,8.868642,6.7821024,No,No,No,Roots and tubers
798,72,8.8763899,6.7849636,No,No,No,Cereals
799,159,8.8717746,6.7772676,No,No,No,Roots and tubers
800,199,9.4170102,7.0901981,No,No,No,Pulses
801,200,9.4178469,7.0835019,No,No,No,Roots and tubers
802,178,9.4234276,7.0791588,No,No,No,Roots and tubers
803,193,9.4183476,7.0780189,No,No,No,Roots and tubers
804,159,8.4492875,8.4609377,No,No,No,Cereals
805,178,8.4519733,8.4720686,No,No,No,Fruits
807,169,8.4466215,8.4583208,No,No,Yes,Cereals
808,158,8.1789527,8.3267314,No,No,No,Oilcrops
810,159,8.186855,8.3291683,No,No,No,Oilcrops
812,149,8.7072533,8.6683783,No,No,No,Cereals
813,153,8.70442,8.66482,No,No,No,Cereals
814,174,8.7042233,8.6567717,No,No,No,Cereals
815,149,8.7186333,8.6675467,No,No,No,Cereals
816,191,9.0095496,8.3546884,No,No,No,Oilcrops
817,186,9.012417,8.3577867,No,No,No,Oilcrops
818,193,9.0154588,8.358974,No,No,No,Cereals
819,208,9.018399,8.3625421,No,No,No,Cereals
820,204,8.68974,8.3070008,No,No,No,Cereals
821,189,8.6891563,8.2991965,No,No,No,Cereals
822,182,8.6904889,8.2986774,No,No,No,Cereals
823,181,8.6982844,8.306765,No,No,No,Cereals
824,381,7.827692,8.9842558,No,No,No,Cereals
825,453,7.8229216,8.9852996,No,No,No,Cereals
826,396,7.8171386,8.9815228,No,No,No,Cereals
827,400,7.8165657,8.9947639,No,No,No,Cereals
828,245,7.864326,8.6211567,No,No,No,Cereals
829,258,7.8609979,8.6268757,No,No,No,Cereals
830,256,7.8616604,8.6304979,No,No,No,Cereals
831,267,7.8660109,8.6341377,No,No,No,Cereals
832,478,8.28628,8.9830617,No,No,Yes,Cereals
833,473,8.2873683,8.991235,No,No,No,Cereals
834,483,8.290295,8.9952667,No,No,No,Cereals
835,458,8.29596,8.989215,No,No,No,Cereals
836,173,3.519255,7.3033333,No,No,Yes,Oilcrops
840,115,3.4159194,7.0145351,No,No,No,Roots and tubers
841,91,3.4134202,7.0159135,No,No,No,Roots and tubers
842,118,3.4165151,7.0200367,No,No,No,Roots and tubers
843,121,3.4215996,7.0163456,No,No,No,Roots and tubers
848,212,6.4164209,7.3447324,No,No,No,"Semi-luxury foods (coffee, tea, cocoa, tobacco, nuts)"
849,120,2.9578899,6.9484366,No,No,No,Roots and tubers
850,107,2.9566239,6.9468949,No,No,No,Roots and tubers
851,99,2.955625,6.9454517,No,No,No,Roots and tubers
852,96,2.9456333,6.9412517,No,No,No,Roots and tubers
853,-35,2.9170683,7.1801007,No,No,No,Cereals
854,-2,2.9164138,7.1779747,No,No,No,Roots and tubers
855,48,2.9207642,7.1748579,No,No,No,Fruits
858,42,4.204034,6.710729,No,No,No,Roots and tubers
859,19,4.2174461,6.709374,No,No,No,Roots and tubers
860,25,4.2195252,6.7085656,No,No,No,Roots and tubers
861,4,2.9256454,6.5777208,No,No,No,Vegetables
862,-9,2.9238733,6.5725561,No,No,No,Fruits
865,18,3.2371962,6.6355063,No,No,Yes,Roots and tubers
866,37,3.2382932,6.6385993,No,No,No,Oilcrops
867,30,3.2331237,6.6406298,No,No,No,Vegetables
868,13,3.6730767,6.6172435,No,No,No,Roots and tubers
869,37,3.6674477,6.6089592,No,No,No,Roots and tubers
870,-4,3.6803225,6.6222228,No,No,No,Vegetables
871,2,4.5048669,6.3826742,No,No,No,Roots and tubers
872,-11,4.5050325,6.3791436,No,No,No,Roots and tubers
874,243,5.1287983,8.5016033,No,No,No,Cereals
876,238,5.1195367,8.5016717,No,No,No,Cereals
883,137,5.2289767,8.9650217,No,No,No,Cereals
884,123,5.2335284,8.9614237,No,No,No,Pulses
887,226,4.9237845,8.6597199,No,No,No,Vegetables
888,209,4.9329353,8.6572028,No,No,No,Cereals
891,265,4.6921837,8.8113969,No,No,No,Pulses
892,241,4.688842,8.7996629,No,No,No,Cereals
893,320,4.5887526,8.4118661,No,No,Yes,Fruits
894,319,4.5829756,8.4134481,No,No,No,Cereals
897,561,5.2659267,7.946215,No,No,No,Fodder plants
898,580,5.2676826,7.9467841,No,No,No,Roots and tubers
899,571,5.2591218,7.944622,No,No,No,Oilcrops
901,473,5.0757058,7.7969524,No,No,No,Oilcrops
902,481,5.077795,7.799525,No,No,No,Oilcrops
903,469,5.0753456,7.7950622,No,No,No,Oilcrops
904,480,5.0746427,7.809548,No,No,Yes,"Other crops (e.g., rubber)"
905,40,4.9400062,6.4035974,No,No,No,Cereals
906,22,4.9342171,6.4080118,No,No,No,Roots and tubers
907,-11,4.9373979,6.4056123,No,No,No,Roots and tubers
908,58,4.9414366,6.4012394,No,No,No,Oilcrops
909,384,5.8905667,7.5297367,No,No,No,"Other crops (e.g., rubber)"
910,383,5.8889768,7.5305173,No,No,No,Oilcrops
911,390,5.8886112,7.5273744,No,No,No,Oilcrops
912,358,5.8879883,7.528625,No,No,No,Oilcrops
914,444,5.1267426,7.319162,No,No,No,Roots and tubers
915,419,5.1255355,7.3193214,No,No,No,Cereals
917,263,3.8048653,7.4863244,No,No,No,Roots and tubers
918,267,3.8055258,7.48648,No,No,No,Roots and tubers
919,235,3.8003808,7.4868037,No,No,No,Cereals
920,297,3.8096675,7.873656,No,No,No,Cereals
921,292,3.8041724,7.8695178,No,No,Yes,Roots and tubers
922,294,3.8048946,7.8700421,No,No,Yes,Roots and tubers
923,274,3.7983082,7.8665927,No,No,Yes,Cereals
927,392,4.310894,8.1141579,No,No,No,Roots and tubers
928,409,4.2096566,8.332536,No,No,No,Roots and tubers
929,429,4.2079887,8.3357133,No,No,No,"Other crops (e.g., rubber)"
930,425,4.2063241,8.33924,No,No,No,"Other crops (e.g., rubber)"
931,428,4.2016966,8.3349455,No,No,No,Roots and tubers
932,399,4.2057367,8.4618977,No,No,No,Roots and tubers
934,393,4.2010468,8.4648069,No,No,No,Roots and tubers
935,392,4.2006259,8.4645837,No,No,No,Roots and tubers
936,420,3.830827,9.0814259,No,No,No,Cereals
937,423,3.8303259,9.075199,No,No,No,Cereals
938,433,3.8249603,9.0722699,No,No,No,Roots and tubers
939,420,3.8256216,9.0710808,No,No,No,Roots and tubers
940,411,3.5879441,8.75677,No,No,No,Roots and tubers
941,412,3.5882205,8.7551794,No,No,Yes,Roots and tubers
942,422,3.59799,8.750755,No,No,No,Roots and tubers
943,428,3.592209,8.7470872,No,No,No,"Other crops (e.g., rubber)"
945,430,3.5123916,8.5798743,No,No,No,"Other crops (e.g., rubber)"
946,407,3.5221933,8.5731283,No,No,No,"Other crops (e.g., rubber)"
947,420,3.5148229,8.5777712,No,No,No,Fruits
948,354,3.546667,8.2261521,No,No,No,Roots and tubers
949,363,3.5480083,8.2283967,No,No,No,Roots and tubers
950,352,3.547745,8.2254384,No,No,No,Fodder plants
951,364,3.5362521,8.2283068,No,No,No,Fodder plants
952,192,3.0047167,8.0096517,No,No,No,Cereals
953,188,3.0056525,8.0146582,No,No,No,Pulses
954,196,3.0030596,8.016467,No,No,No,Roots and tubers
955,190,3.013925,8.0099333,No,No,No,Roots and tubers
956,233,3.475004,7.9311272,No,No,No,Roots and tubers
957,243,3.4735183,7.931785,No,No,No,Cereals
958,253,3.4781546,7.9283398,No,No,No,Pulses
959,290,3.4775965,7.9201271,No,No,No,"Other crops (e.g., rubber)"
960,173,3.471623,7.6149869,No,No,No,Cereals
962,178,3.470007,7.6182731,No,No,No,"Other crops (e.g., rubber)"
964,660,7.4648967,10.6282416,No,No,No,Pulses
965,635,7.4786854,10.6278516,No,No,No,Cereals
966,647,7.4794573,10.6241599,No,No,No,Cereals
967,669,7.4701109,10.61704,No,No,No,Pulses
968,690,7.6201083,10.8025066,No,No,No,Cereals
969,649,7.6190467,10.80817,No,No,No,Cereals
970,655,7.6232964,10.7955324,No,No,No,Cereals
971,656,7.6165732,10.7947115,No,No,No,Cereals
972,702,8.1529341,10.9522175,No,No,No,Cereals
973,706,8.1509393,10.9496521,No,No,No,Cereals
974,699,8.1531044,10.9394888,No,No,No,Cereals
976,695,8.2278296,11.1136104,No,No,No,Cereals
977,686,8.2261953,11.105523,No,No,No,Cereals
978,686,8.222,11.1063183,No,No,No,Vegetables
979,649,8.5407212,11.0159599,No,No,No,Cereals
980,641,8.5409789,11.0178188,No,No,No,Cereals
981,641,8.5442017,11.0230717,No,No,No,Cereals
982,647,8.5359889,11.0189096,No,No,No,Pulses
983,658,8.0720449,10.4638828,No,No,No,Cereals
984,716,8.0608167,10.4671133,No,No,No,Cereals
985,713,8.0585983,10.4540883,No,No,No,Pulses
986,701,8.0740917,10.464865,No,No,No,Cereals
987,945,8.3591316,10.348286,No,No,No,Cereals
989,880,8.3717666,10.3515912,No,No,No,Cereals
990,851,8.6122519,10.0908961,No,No,No,Cereals
991,853,8.6086047,10.0843156,No,No,No,Cereals
992,840,8.6032626,10.0821621,No,No,No,Pulses
993,849,8.6003081,10.0772602,No,No,No,Pulses
994,769,8.6081692,10.7314702,No,No,No,Pulses
995,777,8.6096417,10.7253595,No,No,No,Pulses
996,779,8.6094539,10.7248947,No,No,No,Pulses
997,780,8.6147809,10.7386983,No,No,No,Pulses
999,693,8.2264203,11.1081628,No,No,No,Cereals
1000,32,6.2215917,5.3502583,No,No,Yes,Oilcrops
1001,37,6.279045,5.38239,No,No,No,Oilcrops
1002,45,6.3118533,5.370515,No,No,No,Oilcrops
1003,35,6.4326963,5.6800624,No,No,No,Oilcrops
1004,56,6.429854,5.677798,No,No,No,"Other crops (e.g., rubber)"
1005,44,6.4291314,5.6781455,No,No,No,"Other crops (e.g., rubber)"
1006,28,6.4295867,5.6783133,No,No,No,"Other crops (e.g., rubber)"
1007,356,10.10956,12.2044837,No,No,Yes,Fibre crops
1008,362,10.0989267,12.2008717,No,No,No,Cereals
1009,383,10.0983083,12.206865,No,No,No,Cereals
1010,370,10.0988,12.1955733,No,Yes,No,Fibre crops
1011,337,10.4269417,12.9223383,No,No,No,Cereals
1015,362,10.170265,13.22735,No,No,No,Cereals
1017,338,11.3618167,13.0971533,No,No,No,Cereals
1051,339,10.4384256,12.9183523,No,No,No,Cereals
1052,356,10.1676583,13.2303283,No,No,No,Fibre crops
1053,347,10.6455017,12.4763883,No,No,No,Cereals
1054,345,10.6395981,12.3560916,No,Yes,No,Cereals
1056,447,10.8038041,11.1680417,No,No,No,Cereals
1057,478,10.7943717,11.157805,No,No,No,"Other crops (e.g., rubber)"
1058,459,10.803655,11.1592083,No,No,No,Cereals
1059,451,10.8065315,11.1548642,No,No,No,Cereals
1060,508,10.4316432,11.0744993,No,No,No,Cereals
1061,514,10.4356342,11.0656155,No,No,No,Cereals
1062,513,10.4364104,11.0718494,No,No,No,Pulses
1063,517,10.439432,11.0725381,No,No,No,Cereals
1064,499,10.2253847,10.8886289,No,No,No,Cereals
1065,477,10.2240393,10.8867564,No,No,No,Cereals
1066,483,10.2405048,10.8848251,No,No,Yes,"Other crops (e.g., rubber)"
1067,362,10.4170913,10.487251,No,No,No,Cereals
1068,381,10.4195117,10.4794862,No,No,No,Cereals
1069,373,10.4209391,10.4802779,No,No,No,Cereals
1070,377,10.416962,10.4813996,No,No,No,Cereals
1071,537,10.3281869,10.1920655,No,No,No,Cereals
1072,525,10.323234,10.1891244,No,No,No,Cereals
1073,533,10.3337052,10.1989797,No,No,No,Cereals
1074,551,10.3358283,10.1890108,No,No,No,Cereals
1075,537,10.0417167,10.2679617,Yes,No,No,Cereals
1077,533,10.0294749,10.2637977,No,No,Yes,Cereals
1078,537,10.0279233,10.2621927,No,No,No,Cereals
1079,643,10.0996196,9.9788109,No,No,No,Pulses
1080,789,8.9555214,10.6835529,No,No,No,Cereals
1081,796,8.9516032,10.6823327,No,No,No,"Other crops (e.g., rubber)"
1082,783,8.9501233,10.68185,No,No,No,"Other crops (e.g., rubber)"
1083,783,8.9490925,10.6839394,No,No,No,"Other crops (e.g., rubber)"
1084,822,8.8023566,10.4340973,No,No,No,Pulses
1086,631,9.295496,10.9855502,No,No,No,Cereals
1088,630,9.2949671,10.991415,No,No,No,Cereals
1089,715,9.0674219,10.9278476,No,No,No,Cereals
1090,716,9.061055,10.9319033,No,No,No,Cereals
1091,714,9.0611832,10.9302336,No,No,No,Cereals
1092,704,9.0631075,10.9296997,No,No,No,Cereals
1093,830,8.8022306,10.4192109,No,No,No,Pulses
1094,803,9.2003167,10.3352117,No,No,No,Cereals
1095,626,9.8119044,10.3893663,No,No,No,Pulses
1096,630,9.8037482,10.3901323,No,No,No,"Other crops (e.g., rubber)"
1097,621,9.8068033,10.3953605,No,No,No,Cereals
1098,612,9.8143821,10.397603,No,No,No,Cereals
1099,547,9.7065588,10.8970175,No,No,No,Pulses
1100,535,9.6970767,10.8955267,No,No,No,Cereals
1101,535,9.6920591,10.8944783,No,No,No,Cereals
1102,539,9.7072075,10.8943224,No,No,No,Cereals
1103,658,9.5670584,10.0420954,No,No,No,Cereals
1104,626,9.5739504,10.0438927,No,No,No,Cereals
1105,645,9.5652264,10.0544764,No,No,No,Cereals
1106,49,9.5825876,10.0445892,No,No,No,Cereals
1107,519,10.205795,10.4295728,No,No,No,Cereals
1108,542,10.205231,10.431033,No,No,No,Cereals
1109,526,10.2033513,10.4234287,No,No,No,"Other crops (e.g., rubber)"
1110,527,10.207547,10.4196365,No,No,No,"Other crops (e.g., rubber)"
1111,449,9.9153385,11.392212,No,No,No,Cereals
1112,438,9.9252987,11.3933884,No,No,No,Cereals
1113,452,9.9253516,11.3949867,No,No,No,Cereals
1114,451,9.9276071,11.3956632,No,No,No,Cereals
1116,662,10.1002003,9.9773704,No,No,No,"Other crops (e.g., rubber)"
1117,655,10.09929,9.9803459,No,No,No,Cereals
1118,663,10.1001857,9.9775245,No,No,No,Pulses
1119,792,9.20214,10.334365,No,No,No,Cereals
1120,804,9.1992474,10.3356218,No,No,No,Cereals
1121,801,9.2028417,10.335855,No,No,No,"Other crops (e.g., rubber)"
1122,844,8.809,10.433215,No,No,No,Cereals
1123,780,8.8023517,10.43302,No,No,No,Cereals
1124,726,9.5672153,9.8009021,No,No,No,Cereals
1125,722,9.5640745,9.7999493,No,No,No,Cereals
1126,723,9.5647126,9.7928157,No,No,No,Cereals
1127,719,9.5739746,9.7909853,No,No,No,Cereals
1132,793,8.0144995,9.5228148,No,No,No,Cereals
1134,750,8.0229723,9.53518,No,No,Yes,Cereals
1135,761,8.0278909,9.5194406,No,No,No,Cereals
1146,568,8.2893081,9.3768003,No,No,No,Pulses
1147,568,8.291024,9.3790619,No,No,No,Pulses
1148,590,8.5199857,9.1428492,No,No,No,Cereals
1149,626,8.5190099,9.1427698,No,No,No,Cereals
1150,582,8.5116856,9.1418221,No,No,No,Pulses
1151,472,8.0967325,9.2142055,No,No,No,Cereals
1152,491,8.098884,9.2178688,No,No,No,Pulses
1153,501,8.0919201,9.2224754,No,No,No,Cereals
1154,582,8.5094502,9.1431594,No,No,No,Cereals
1158,291,-1.4127348,12.5719123,No,No,No,Cereals
1159,307,-1.40636,12.5596336,No,Yes,No,Cereals
1161,292,-1.221654,12.7491723,No,No,No,Cereals
